Source,Target
91599,273872
92601,142358
92601,238768
92601,273872
142358,238768
142358,322830
142358,322831
142358,349829
142358,355044
142358,357801
151327,278607
281741,349804
322830,322831
322830,349829
322830,355044
322830,357801
322831,349829
322831,355044
322831,357801
349829,355044
349829,357801
355044,357801
118564,329394
118564,329395
118564,329396
118564,337821
118564,350868
118564,350869
329394,329395
329394,329396
329394,350868
329394,350869
329395,329396
329395,337821
329395,350868
329395,350869
329396,350868
329396,350869
350868,350869
88517,98359
88517,223528
88517,406608
98359,207821
98359,216432
98359,223528
98359,260091
98359,332420
98359,406607
98359,406608
207821,216432
207821,223528
207821,260091
207821,332420
207821,406607
216432,223528
216432,260091
216432,332420
216432,406607
223528,260091
223528,332420
223528,406607
223528,406608
260091,332420
260091,406607
332420,406607
8763,43181
8763,50509
8763,50510
8763,50511
8763,56349
43181,50509
43181,50510
43181,50511
43181,56349
50509,50510
50509,50511
50509,56349
50510,50511
50510,56349
50511,56349
155537,363707
155537,363708
155537,363709
155537,363710
155537,363714
363707,363708
363707,363709
363707,363710
363707,363714
363708,363709
363708,363710
363708,363714
363709,363710
363709,363714
363710,363714
26456,29488
26456,270248
26456,281232
26456,414478
26456,424782
29488,270248
29488,281232
29488,414478
29488,424782
270248,281232
270248,414478
270248,424782
281232,414478
281232,424782
414478,424782
89457,101932
89457,135255
89457,183385
89457,191738
89457,196881
89457,196882
91279,101932
91279,107358
91279,135255
91279,168797
91279,183384
91279,183385
91279,190399
91279,221579
91279,227964
97947,154579
97947,184149
97947,196882
97947,202723
101932,107358
101932,135255
101932,168797
101932,183384
101932,183385
101932,191738
107358,135255
107358,168797
107358,183384
107358,183385
135255,168797
135255,183384
135255,183385
135255,191738
154579,184149
154579,202723
168797,183384
168797,183385
183384,183385
183385,191738
183385,196881
183385,196882
184149,196882
184149,202723
191738,196881
191738,196882
196881,196882
221579,227229
221579,227964
227229,227964
52067,52069
52067,112280
52067,169581
52067,172018
52067,205597
52067,205598
52067,205599
52067,217362
52069,112280
52069,169581
52069,172018
52069,205597
52069,205598
52069,205599
52069,217362
112280,169581
112280,172018
112280,205597
112280,205598
112280,205599
112280,217362
169581,172018
169581,205597
169581,205598
169581,205599
169581,217362
172018,205597
172018,205598
172018,205599
172018,217362
205597,205598
205597,205599
205597,217362
205598,205599
205598,217362
205599,217362
92307,196410
92307,210384
92307,210385
92307,210386
92307,210387
92307,222602
92307,224955
196410,210384
196410,210385
196410,210386
196410,210387
196410,222602
196410,224955
210384,210385
210384,210386
210384,210387
210384,222602
210384,224955
210385,210386
210385,210387
210385,222602
210385,224955
210386,210387
210386,222602
210386,224955
210387,222602
210387,224955
222602,224955
84128,329043
84128,329044
84128,343783
84128,350189
84128,353366
329043,329044
329043,343783
329043,350189
329043,353366
329044,343783
329044,350189
329044,353366
343783,350189
343783,353366
350189,353366
183078,183920
183078,189370
183078,212492
183078,216377
183078,216378
183078,222759
183078,222760
183920,189370
183920,212492
183920,216377
183920,216378
183920,222759
183920,222760
189370,212492
189370,216377
189370,216378
189370,222759
189370,222760
212492,216377
212492,216378
212492,222759
212492,222760
216377,216378
216377,222759
216377,222760
216378,222759
216378,222760
222759,222760
98127,157695
98127,296119
98127,364973
98127,364974
157695,296119
157695,336804
157695,364973
157695,364974
157695,367719
157695,367720
157695,367721
157695,373965
296119,364974
336804,364973
336804,367719
336804,367720
336804,367721
336804,373965
364973,367719
364973,367720
364973,367721
364973,373965
367719,367720
367719,367721
367719,373965
367720,367721
367720,373965
367721,373965
121314,189152
121314,189153
121314,189154
121314,189155
121314,189156
189152,189153
189152,189154
189152,189155
189152,189156
189153,189154
189153,189155
189153,189156
189154,189155
189154,189156
189155,189156
128417,359692
128417,359693
128417,378118
128417,378119
128417,378120
128417,378121
128417,386032
128417,397379
128417,397380
359692,359693
359692,378118
359692,378119
359692,378120
359692,378121
359692,386032
359692,397379
359692,397380
359693,378118
359693,378119
359693,378120
359693,378121
359693,386032
359693,397379
359693,397380
378118,378119
378118,378120
378118,378121
378118,386032
378118,397379
378118,397380
378119,378120
378119,378121
378119,386032
378119,397379
378119,397380
378120,378121
378120,386032
378120,397379
378120,397380
378121,386032
378121,397379
378121,397380
386032,397379
386032,397380
397379,397380
163181,246094
163181,295879
163181,405784
163181,408323
163181,408324
163181,408325
163181,411530
163181,413962
163181,413963
246094,295879
246094,405784
246094,408323
246094,408324
246094,408325
246094,411530
246094,413962
246094,413963
295879,405784
295879,408323
295879,408324
295879,408325
295879,411530
295879,413962
295879,413963
405784,408323
405784,408324
405784,408325
405784,411530
405784,413962
405784,413963
408323,408324
408323,408325
408323,411530
408323,413962
408323,413963
408324,408325
408324,411530
408324,413962
408324,413963
408325,411530
408325,413962
408325,413963
411530,413962
411530,413963
413962,413963
15835,39651
15835,44075
15835,91650
15835,97988
15835,97989
15835,97991
15835,97993
15835,97994
15835,97995
15835,97996
15835,100730
15835,102098
39651,44075
39651,91650
39651,97988
39651,97989
39651,97991
39651,97993
39651,97994
39651,97995
39651,97996
39651,100730
39651,102098
44075,91650
44075,97988
44075,97989
44075,97991
44075,97993
44075,97994
44075,97995
44075,97996
44075,100730
44075,102098
91650,97988
91650,97989
91650,97991
91650,97993
91650,97994
91650,97995
91650,97996
91650,100730
91650,102098
97988,97989
97988,97991
97988,97993
97988,97994
97988,97995
97988,97996
97988,100730
97988,102098
97989,97991
97989,97993
97989,97994
97989,97995
97989,97996
97989,100730
97989,102098
97991,97993
97991,97994
97991,97995
97991,97996
97991,100730
97991,102098
97993,97994
97993,97995
97993,97996
97993,100730
97993,102098
97994,97995
97994,97996
97994,100730
97994,102098
97995,97996
97995,100730
97995,102098
97996,100730
97996,102098
100730,102098
147925,408645
147925,408646
147925,408647
147925,421554
147925,421555
408645,408646
408645,408647
408645,421554
408645,421555
408646,408647
408646,421554
408646,421555
408647,421554
408647,421555
421554,421555
144331,361391
144331,386624
144331,386625
144331,386626
144331,386627
361391,386624
361391,386625
361391,386626
361391,386627
386624,386625
386624,386626
386624,386627
386625,386626
386625,386627
386626,386627
17047,94069
17047,134779
17047,167901
17047,300291
17047,336472
17047,336473
94069,134779
94069,167901
94069,300291
94069,336472
94069,336473
134779,167901
134779,300291
134779,336472
134779,336473
167901,300291
167901,336472
167901,336473
300291,336472
300291,336473
336472,336473
15290,26304
15290,26305
15290,28170
15290,28171
15290,28182
26304,26305
26304,28170
26304,28171
26304,28182
26305,28170
26305,28171
26305,28182
28170,28171
28170,28182
28171,28182
148668,148669
148668,148670
148668,148671
148668,148748
148668,158766
148668,181934
148668,181935
148668,181936
148668,181937
148668,181938
148668,181939
148668,181940
148668,181941
148668,181942
148668,186974
148668,186975
148669,148670
148669,148671
148669,148748
148669,181940
148669,181941
148669,186974
148669,186975
148670,148671
148670,148748
148670,181940
148670,181941
148670,186974
148670,186975
148671,148748
148671,158766
148671,181934
148671,181935
148671,181936
148671,181937
148671,181938
148671,181939
148671,181940
148671,181941
148671,181942
148671,186974
148671,186975
148748,158766
148748,181934
148748,181935
148748,181936
148748,181937
148748,181938
148748,181939
148748,181940
148748,181941
148748,181942
148748,186974
148748,186975
158766,181934
158766,181935
158766,181936
158766,181937
158766,181938
158766,181939
158766,181940
158766,181941
158766,181942
181934,181935
181934,181936
181934,181937
181934,181938
181934,181939
181934,181940
181934,181941
181934,181942
181935,181936
181935,181937
181935,181938
181935,181939
181935,181940
181935,181941
181935,181942
181936,181937
181936,181938
181936,181939
181936,181940
181936,181941
181936,181942
181937,181938
181937,181939
181937,181940
181937,181941
181937,181942
181938,181939
181938,181940
181938,181941
181938,181942
181939,181940
181939,181941
181939,181942
181940,181941
181940,181942
181940,186974
181940,186975
181941,181942
181941,186974
181941,186975
186974,186975
5752,57977
5752,58573
5752,58574
5752,62654
46842,62654
46842,62655
46842,62656
57977,58573
57977,58574
58573,58574
58574,62654
62654,62655
62654,62656
62655,62656
11751,38460
11751,57920
11751,57921
11751,57922
11751,57923
38460,57920
38460,57921
38460,57922
38460,57923
57920,57921
57920,57922
57920,57923
57921,57922
57921,57923
57922,57923
48760,49848
48760,296906
49848,110920
49848,296906
49848,317295
110920,317295
110920,404783
315897,317295
315897,362425
315897,396449
315897,402793
315897,404807
315897,421940
315897,421941
315897,424175
315897,424176
315897,424177
315897,424178
317295,362425
317295,396449
317295,402793
317295,404807
317295,424178
362425,396449
362425,402793
362425,404807
362425,421940
362425,421941
362425,424175
362425,424176
362425,424177
362425,424178
396449,402793
396449,404807
396449,424178
402793,404807
402793,421940
402793,421941
402793,424175
402793,424176
402793,424177
402793,424178
404807,424178
421940,421941
421940,424175
421940,424176
421940,424177
421941,424175
421941,424176
421941,424177
424175,424176
424175,424177
424176,424177
99915,102557
99915,146484
99915,148930
99915,294376
99915,294377
99915,294378
102557,146484
102557,148930
102557,294376
102557,294377
102557,294378
146484,148930
146484,294376
146484,294377
146484,294378
148930,294376
148930,294377
148930,294378
294376,294377
294376,294378
294377,294378
44771,51084
44771,57375
44771,66592
44771,115373
44771,115374
44771,115375
44771,121972
44771,121973
44771,121974
51084,57375
51084,66592
51084,115373
51084,115374
51084,115375
51084,121972
51084,121973
51084,121974
57375,66592
57375,115373
57375,115374
57375,115375
57375,121972
57375,121973
57375,121974
66592,115373
66592,115374
66592,115375
66592,121972
66592,121973
66592,121974
115373,115374
115373,115375
115373,121972
115373,121973
115373,121974
115374,115375
115374,121972
115374,121973
115374,121974
115375,121972
115375,121973
115375,121974
121972,121973
121972,121974
121973,121974
69209,76961
69209,103018
69209,114419
76961,76963
76961,103018
76961,114419
76963,77024
76963,111423
76963,114546
76963,115962
77024,111423
77024,114546
77024,115962
103018,114419
111423,114546
111423,115962
114546,115962
202012,244423
202012,260145
202012,273464
202012,338222
202012,338223
244423,260145
244423,273464
244423,338222
244423,338223
260145,273464
260145,338222
260145,338223
273464,338222
273464,338223
338222,338223
66923,141953
66923,313159
66923,365259
66923,407758
66923,407759
66923,418788
66923,422199
66923,423966
141953,313159
141953,365259
141953,407758
141953,407759
141953,418788
141953,422199
141953,423966
313159,365259
313159,407758
313159,407759
313159,418788
313159,422199
313159,423966
365259,407758
365259,407759
365259,418788
365259,422199
365259,423966
407758,407759
407758,418788
407758,422199
407758,423966
407759,418788
407759,422199
407759,423966
418788,422199
418788,423966
422199,423966
260987,260988
260987,260989
260988,260989
260989,265891
260989,265892
260989,271696
260989,271697
260989,274223
265891,265892
265891,271696
265891,271697
265891,274223
265892,271696
265892,271697
265892,274223
271696,271697
271696,274223
271697,274223
86969,90767
86969,210015
86969,366130
86969,366131
86969,366133
86969,379807
86969,406756
86969,406758
90767,210015
90767,366130
90767,366131
90767,366133
90767,379807
90767,406756
90767,406758
210015,406756
210015,406758
366130,366131
366130,366133
366130,379807
366131,366133
379807,379808
406756,406758
219820,222493
219820,344862
219820,344863
222493,327203
222493,327204
327203,327204
344862,344863
14106,41973
14106,101109
14106,102553
14106,111544
14106,113992
14106,113993
14106,113994
14106,113995
14106,113996
14106,113997
14106,115116
14106,115117
41973,101109
41973,102553
41973,111544
41973,113992
41973,113993
41973,113994
41973,113995
41973,113996
41973,113997
41973,115116
41973,115117
101109,102553
101109,111544
101109,113992
101109,113993
101109,113994
101109,113995
101109,113996
101109,113997
101109,115116
101109,115117
102553,111544
102553,113992
102553,113993
102553,113994
102553,113995
102553,113996
102553,113997
102553,115116
102553,115117
111544,113992
111544,113993
111544,113994
111544,113995
111544,113996
111544,113997
111544,115116
111544,115117
113992,113993
113992,113994
113992,113995
113992,113996
113992,113997
113992,115116
113992,115117
113993,113994
113993,113995
113993,113996
113993,113997
113993,115116
113993,115117
113994,113995
113994,113996
113994,113997
113994,115116
113994,115117
113995,113996
113995,113997
113995,115116
113995,115117
113996,113997
113996,115116
113996,115117
113997,115116
113997,115117
115116,115117
95462,97868
95462,126877
95462,130529
95462,130530
95462,135712
95462,143512
97868,126877
97868,130529
97868,130530
97868,135712
97868,143512
126877,130529
126877,130530
126877,135712
126877,143512
130529,130530
130529,135712
130529,143512
130530,135712
130530,143512
135712,143512
100392,270302
100392,280078
100392,302045
100392,371063
270302,280078
270302,302045
270302,371063
280078,302045
280078,321351
280078,335964
280078,371063
280078,395515
302045,371063
321351,335964
321351,338466
321351,346310
321351,346311
321351,395515
335964,338466
335964,346310
335964,346311
335964,395515
338466,346310
338466,346311
346310,346311
102962,169731
102962,353700
102962,379606
102962,379607
102962,380679
102962,380735
102962,380736
169731,353700
169731,379606
169731,379607
169731,380679
169731,380735
169731,380736
353700,379606
353700,379607
353700,380679
353700,380735
353700,380736
379606,379607
379606,380679
379606,380735
379606,380736
379607,380679
379607,380735
379607,380736
380679,380735
380679,380736
380735,380736
117243,264642
117243,321776
117243,331215
117243,331216
117243,372997
264642,321776
264642,331215
264642,331216
264642,372997
321776,331215
321776,331216
321776,372997
331215,331216
331215,372997
331216,372997
25497,379880
25497,379881
25497,379882
25497,379883
25497,390461
25497,393021
25497,393022
379880,379881
379880,379882
379880,379883
379880,390461
379880,393021
379880,393022
379881,379882
379881,379883
379881,390461
379881,393021
379881,393022
379882,379883
379882,390461
379882,393021
379882,393022
379883,390461
379883,393021
379883,393022
390461,393021
390461,393022
393021,393022
75262,306412
75262,317355
75262,387408
75262,401880
306412,317355
306412,387407
306412,387408
306412,401880
317355,387407
317355,387408
317355,401880
387408,401880
50169,212080
50169,216619
50169,241974
50169,257360
50169,344944
50169,361763
128804,231626
128804,362197
212080,216619
212080,241974
212080,257360
212080,344944
212080,361763
216619,231626
216619,241974
216619,257360
216619,344944
216619,361763
231626,362197
241974,257360
241974,344944
241974,361763
257360,344944
257360,361763
344944,361763
156322,293766
156322,339911
156322,339912
156322,339913
156322,341133
293766,339911
293766,339912
293766,339913
293766,341133
339911,339912
339911,339913
339911,341133
339912,339913
339912,341133
339913,341133
11331,144052
11331,192747
11331,361965
11331,361966
11331,383707
11331,389083
144052,192747
144052,361965
144052,361966
144052,383707
144052,389083
192747,361965
192747,361966
192747,383707
192747,389083
361965,361966
361965,383707
361965,389083
361966,383707
361966,389083
383707,389083
9866,18546
9866,18547
9866,18569
9866,18570
9866,18915
9866,19182
9866,19183
9866,19184
18546,18547
18546,18569
18546,18570
18546,18915
18546,19182
18546,19183
18546,19184
18547,18569
18547,18570
18547,18915
18547,19182
18547,19183
18547,19184
18569,18570
18569,18915
18569,19182
18569,19183
18569,19184
18570,18915
18570,19182
18570,19183
18570,19184
18915,19182
18915,19183
18915,19184
19182,19183
19182,19184
19183,19184
19252,19253
19252,19254
19252,19769
19252,19770
19252,19771
19253,19254
19253,19769
19253,19770
19253,19771
19254,19769
19254,19770
19254,19771
19769,19770
19769,19771
19770,19771
368785,406003
368785,408028
368785,408029
368785,408030
368785,408031
368785,408032
406003,408031
406003,408032
408028,408029
408028,408030
408028,408031
408028,408032
408029,408030
408029,408031
408029,408032
408030,408031
408030,408032
408031,408032
234675,366936
234675,366937
234675,373830
234675,373831
234675,373832
366936,366937
366936,373830
366936,373831
366936,373832
366937,373830
366937,373831
366937,373832
373830,373831
373830,373832
373831,373832
42913,101131
42913,250527
42913,267895
42913,297526
42913,323711
42913,323712
42913,323713
42913,323715
42913,326855
42913,339142
42913,364600
42913,364601
42913,364773
42913,364774
101131,250527
101131,267895
101131,297526
101131,323711
101131,323712
101131,323713
101131,323715
101131,326855
101131,339142
101131,364600
101131,364601
101131,364773
101131,364774
250527,267895
250527,297526
250527,323711
250527,323712
250527,323713
250527,323715
250527,326855
250527,339142
250527,364600
250527,364601
250527,364773
250527,364774
267895,297526
267895,323711
267895,323712
267895,323713
267895,323715
267895,326855
267895,339142
267895,364600
267895,364601
267895,364773
267895,364774
297526,323711
297526,323712
297526,323713
297526,323715
297526,326855
297526,339142
297526,364600
297526,364601
297526,364773
297526,364774
323711,323712
323711,323713
323711,323715
323711,326855
323711,339142
323711,364600
323711,364601
323711,364773
323711,364774
323712,323713
323712,323715
323712,326855
323712,339142
323712,364600
323712,364601
323712,364773
323712,364774
323713,323715
323713,326855
323713,339142
323713,364600
323713,364601
323713,364773
323713,364774
323715,326855
323715,339142
323715,364600
323715,364601
323715,364773
323715,364774
326855,339142
326855,364600
326855,364601
326855,364773
326855,364774
339142,364600
339142,364601
339142,364773
339142,364774
364600,364601
364600,364773
364600,364774
364601,364773
364601,364774
364773,364774
78342,79862
78342,99265
78342,219915
78342,261892
78342,278116
78342,289912
78342,328376
78342,367309
78342,408446
78342,409991
79862,99265
79862,219915
79862,261892
79862,278116
79862,289912
79862,328376
79862,367309
79862,408446
79862,409991
99265,219915
99265,261892
99265,278116
99265,289912
99265,328376
99265,367309
99265,408446
99265,409991
219915,261892
219915,278116
219915,289912
219915,328376
219915,367309
219915,408446
219915,409991
261892,278116
261892,289912
261892,328376
261892,367309
261892,408446
261892,409991
278116,289912
278116,328376
278116,367309
278116,408446
278116,409991
289912,328376
289912,367309
289912,408446
289912,409991
328376,367309
328376,408446
328376,409991
367309,408446
367309,409991
408446,409991
266905,266906
266905,266907
266905,266908
266905,266909
266905,266910
266905,266911
266905,283323
266906,266907
266906,266908
266906,266909
266906,266910
266906,266911
266906,283323
266907,266908
266907,266909
266907,266910
266907,266911
266907,283323
266908,266909
266908,266910
266908,266911
266908,283323
266909,266910
266909,266911
266909,283323
266910,266911
266910,283323
266911,283323
62696,191929
62696,209065
62696,268035
62696,406226
62696,411022
62696,411023
62696,423426
191929,209065
191929,268035
191929,406226
191929,411022
191929,411023
191929,423426
209065,268035
209065,406226
209065,411022
209065,411023
209065,423426
268035,406226
268035,411022
268035,411023
268035,423426
406226,411022
406226,411023
406226,423426
411022,411023
411022,423426
411023,423426
175891,254314
175891,283420
175891,316639
175891,348030
175891,348031
254314,283420
254314,316639
254314,348030
254314,348031
283420,349384
283420,357193
316639,348030
316639,348031
348030,348031
349384,357193
54007,104359
54007,220870
54007,304386
54007,308289
104359,220870
104359,304386
104359,308289
220870,304386
220870,308289
267885,281758
267885,281759
267885,299415
267885,299416
267885,304386
267885,305533
281758,281759
281758,300278
281758,309735
281758,309736
281759,287817
281759,304386
281759,305533
299415,299416
304386,308289
309735,309736
121930,183030
121930,275653
121930,345844
121930,389163
183030,275653
183030,344535
183030,345844
183030,345845
183030,376273
183030,376274
183030,389163
275653,345844
275653,389163
344535,345845
344535,376273
344535,376274
345844,345845
345844,389163
345845,376273
345845,376274
376273,376274
175178,208001
175178,208002
175178,208003
175178,208473
175178,208474
175178,208475
208001,208002
208001,208003
208001,208473
208001,208474
208001,208475
208002,208003
208002,208473
208002,208474
208002,208475
208003,208473
208003,208474
208003,208475
208473,208474
208473,208475
208474,208475
97487,247194
97487,276464
97487,345304
97487,345305
97487,345306
247194,276464
247194,345304
247194,345305
247194,345306
276464,345304
276464,345305
276464,345306
276464,350845
345304,345305
345304,345306
345305,345306
66787,188211
66787,188212
66787,190863
66787,191277
66787,191278
66787,191279
66787,191280
188211,188212
188211,190863
188211,191277
188211,191278
188211,191279
188211,191280
188212,190863
188212,191277
188212,191278
188212,191279
188212,191280
191277,191278
191277,191279
191277,191280
191278,191279
191278,191280
191279,191280
40384,64515
40384,72095
40384,72712
40384,79819
40384,82893
40384,83036
64515,72095
64515,72712
64515,79819
64515,82893
64515,83036
72095,72712
72095,79819
72095,82893
72095,83036
72712,79819
72712,82893
72712,83036
79819,82893
79819,83036
82893,83036
55763,91110
55763,156827
73104,156827
73104,174014
73104,245776
73104,245777
73104,245778
91110,156827
156827,174014
156827,245776
156827,245777
156827,245778
174014,245776
174014,245777
174014,245778
245776,245777
245776,245778
245777,245778
98340,98341
98340,98342
98340,98343
98340,106528
98340,111026
98341,98342
98341,98343
98341,106528
98341,107716
98341,109120
98341,111026
98342,98343
98342,106528
98342,111026
98343,106528
98343,111026
106528,111026
63871,99314
63871,99315
63871,99316
63871,99317
63871,99318
99314,99315
99314,99316
99314,99317
99314,99318
99315,99316
99315,99317
99315,99318
99316,99317
99316,99318
99317,99318
10683,97298
10683,97299
10683,97300
10683,104474
10683,104475
97298,97299
97298,97300
97298,104474
97298,104475
97299,97300
97299,104474
97299,104475
97300,104474
97300,104475
104474,104475
56596,69363
56596,288852
56596,296489
56596,364163
56596,368961
56596,368962
56596,375472
56596,379820
56596,380072
56596,382538
56596,382899
56596,382900
69363,288852
69363,368961
69363,368962
69363,379820
69363,382899
69363,382900
209179,292951
209179,368961
209179,368962
209179,379820
209179,382899
209179,382901
288852,368961
288852,368962
288852,379820
288852,382899
288852,382900
292951,368961
292951,368962
292951,379820
292951,382899
292951,382901
296489,380072
364163,375472
364163,382538
368961,368962
368961,379820
368961,382899
368961,382900
368961,382901
368962,379820
368962,382899
368962,382900
368962,382901
375472,382538
379820,382899
379820,382900
379820,382901
382899,382900
382899,382901
38766,63809
38766,101430
38766,104131
38766,222876
38766,377323
38766,377324
38766,377325
38766,377326
63809,98661
63809,101430
63809,104131
63809,222876
63809,377323
63809,377324
63809,377325
63809,377326
98661,104131
101430,104131
101430,222876
101430,377323
101430,377324
101430,377325
101430,377326
104131,222876
104131,377323
104131,377324
104131,377325
104131,377326
222876,377323
222876,377324
222876,377325
222876,377326
377323,377324
377323,377325
377323,377326
377324,377325
377324,377326
377325,377326
76108,232598
76108,249691
76108,249692
76108,258797
76108,262220
76108,296736
125721,222878
125721,325421
222878,269615
222878,325421
222878,393491
232597,232598
232597,249691
232597,249692
232597,269615
232597,300688
232597,337831
232598,249691
232598,249692
232598,258797
232598,262220
232598,296736
232598,300688
232598,337831
249691,249692
249691,258797
249691,262220
249691,337831
249692,258797
249692,262220
249692,296736
249692,300688
258797,296736
262220,296736
262220,337831
269615,325421
269615,393491
90342,108349
90342,294556
90342,294557
90342,294558
90342,294559
90342,302042
90342,312769
90342,312770
108349,294556
108349,294557
108349,294558
108349,294559
108349,302042
108349,312769
108349,312770
294556,294557
294556,294558
294556,294559
294556,302042
294556,312769
294556,312770
294557,294558
294557,294559
294557,302042
294557,312769
294557,312770
294558,294559
294558,302042
294558,312769
294558,312770
294559,302042
294559,312769
294559,312770
302042,312769
302042,312770
312769,312770
196298,235237
196298,372735
196298,372736
196298,372737
196298,372738
235237,372735
235237,372736
235237,372737
235237,372738
372735,372736
372735,372737
372735,372738
372736,372737
372736,372738
372737,372738
70282,91092
70282,93452
70282,93453
70282,93454
70282,93455
70282,93456
91092,93452
91092,93453
91092,93454
91092,93455
91092,93456
93452,93453
93452,93454
93452,93455
93452,93456
93453,93454
93453,93455
93453,93456
93454,93455
93454,93456
93455,93456
359993,403282
359993,403283
359993,403284
359993,413727
359993,413728
403282,403283
403282,403284
403282,413727
403282,413728
403283,403284
403283,413727
403283,413728
403284,413727
403284,413728
413727,413728
6071,89117
6071,175889
6071,210290
6071,212681
6071,212682
6071,213710
6071,213711
89117,175889
89117,210290
89117,212681
89117,212682
89117,213710
89117,213711
175889,210290
175889,212681
175889,212682
175889,213710
175889,213711
210290,212681
210290,212682
210290,213710
210290,213711
212681,212682
212681,213710
212681,213711
212682,213710
212682,213711
213710,213711
20345,31580
20345,59741
20345,59742
20345,59743
20345,59744
20345,59745
20345,59746
20345,59747
31580,59741
31580,59742
31580,59743
31580,59744
31580,59745
31580,59746
31580,59747
59741,59742
59741,59743
59741,59744
59741,59745
59741,59746
59741,59747
59742,59743
59742,59744
59742,59745
59742,59746
59742,59747
59743,59744
59743,59745
59743,59746
59743,59747
59744,59745
59744,59746
59744,59747
59745,59746
59745,59747
59746,59747
60573,60574
60573,60575
60573,61291
60573,65063
60573,65647
60573,65648
60573,67452
60574,60575
60574,61291
60574,65063
60574,65647
60574,65648
60574,67452
60575,61291
60575,65063
60575,65647
60575,65648
60575,67452
61291,65063
61291,65647
61291,65648
61291,67452
65063,65647
65063,65648
65063,67452
65647,65648
65647,67452
65648,67452
137412,263721
137412,340507
137412,341744
137412,387276
137412,387277
137412,388960
263721,340507
263721,341744
263721,387276
263721,387277
263721,388960
340507,341744
340507,387276
340507,387277
340507,388960
341744,387276
341744,387277
341744,388960
387276,387277
387276,388960
387277,388960
16578,71588
16578,82253
16578,300034
16578,352736
16578,396571
71588,300034
71588,352736
71588,396571
82253,300034
82253,407094
82253,407095
82253,414785
300034,352736
300034,396571
352736,396571
407094,407095
407094,414785
407095,414785
5792,15574
5792,16373
5792,16833
5792,18076
5792,18528
5792,20670
5792,42964
5792,73018
5792,75904
5792,84357
5792,100121
5792,101993
5792,105733
15574,16373
15574,16833
15574,18076
15574,18528
15574,20670
15574,42964
15574,73018
15574,75904
15574,84357
15574,100121
15574,101993
16373,16833
16373,18076
16373,18528
16373,20670
16373,42964
16373,73018
16373,75904
16373,84357
16373,100121
16373,101993
16833,18528
16833,20670
16833,73018
16833,75904
16833,84357
18076,42964
18076,75904
18076,100121
18076,101993
18076,105733
18528,20670
18528,73018
18528,75904
18528,84357
20670,73018
20670,75904
20670,84357
42964,75904
42964,100121
42964,101993
73018,75904
73018,84357
75904,84357
75904,100121
75904,101993
75904,105733
100121,101993
101993,105733
59945,168110
59945,207271
59945,293338
59945,330855
59945,360166
59945,360167
59945,360168
59945,373405
59945,400819
168110,207271
168110,293338
168110,330855
168110,360166
168110,360167
168110,360168
168110,373405
168110,400819
207271,293338
207271,330855
207271,360166
207271,360167
207271,360168
207271,373405
207271,400819
293338,330855
293338,360166
293338,360167
293338,360168
293338,373405
293338,400819
330855,360167
360166,360167
360166,360168
360166,373405
360166,400819
360167,360168
360167,373405
360167,400819
360168,373405
360168,400819
373405,400819
13865,106720
13865,137252
13865,194268
13865,243883
13865,347914
13865,419867
106720,137252
106720,194268
106720,243883
106720,347914
106720,419867
137252,194268
137252,243883
137252,347914
137252,419867
194268,243883
194268,347914
194268,419867
222149,243883
222149,248343
222149,420076
222149,420077
222149,420078
222149,420079
243883,248343
243883,347914
243883,419867
243883,420076
243883,420077
243883,420078
243883,420079
248343,420076
248343,420077
248343,420078
248343,420079
347914,419867
420076,420077
420076,420078
420076,420079
420077,420078
420077,420079
420078,420079
26424,44250
26424,194934
26424,319381
26424,353902
26424,403601
44250,194934
44250,319381
44250,353902
44250,403601
194934,319381
194934,353902
194934,403601
319381,353902
319381,403601
353902,403601
51203,55767
51203,107099
51203,207667
51203,365472
51203,399754
55767,107099
55767,207667
55767,365472
55767,399754
107099,207667
107099,365472
107099,399754
207667,365472
207667,399754
365472,399754
76772,256623
76772,256624
76772,256625
76772,256988
76772,278254
76772,292091
76772,292092
76772,367731
256623,256624
256623,256625
256624,256625
256625,256988
256625,278254
256625,292091
256625,292092
256625,367731
256988,278254
256988,292091
256988,292092
278254,292091
278254,292092
292091,292092
59190,73286
59190,359314
59190,359315
59190,359316
73286,257210
73286,342244
73286,359313
73286,359314
73286,359315
73286,359316
73286,359391
73286,376814
342244,376814
359313,359314
359313,359315
359313,359316
359313,359391
359314,359315
359314,359316
359314,359391
359315,359316
359315,359391
359316,359391
293761,293762
293761,293763
293761,293764
293761,293765
293761,293766
293761,293767
293761,293768
293762,293763
293762,293764
293762,293765
293762,293766
293762,293767
293762,293768
293763,293764
293763,293765
293763,293766
293763,293767
293763,293768
293764,293765
293764,293766
293764,293767
293764,293768
293764,384229
293765,293766
293765,293767
293765,293768
293766,293767
293766,293768
293767,293768
90856,93841
90856,210344
90856,327322
90856,327323
90856,327324
90856,352496
90856,358824
90856,382623
93841,210344
93841,327322
93841,327323
93841,327324
93841,352496
210344,327322
210344,327323
210344,327324
210344,352496
327322,327323
327322,327324
327322,352496
327323,327324
327323,352496
327324,352496
22858,34323
22858,238664
34323,80945
34323,141189
34323,215240
34323,231320
34323,231321
34323,231322
34323,238664
34323,241207
34323,241208
80945,141189
80945,215240
80945,231320
80945,231321
80945,231322
80945,241207
141189,215240
141189,241207
141189,241208
215240,241207
231320,231321
231320,231322
231321,231322
241207,241208
4999,114193
4999,136019
4999,230231
